Year,Sem,College,Dept,Num,Section,Instructor,Course_name,Hours,Rating
2022,Fall, Tepper School of Business,BUS,45700,B1,"SUDBURY, AUSTIN",FINCL MANGL ACCTNG I,8.26,4.34
2022,Fall, Tepper School of Business,BUS,45700,A1,"SUDBURY, AUSTIN",FINCL MANGL ACCTNG I,7.44,4.28
2022,Fall, Tepper School of Business,BUS,45700,C1,"SUDBURY, AUSTIN",FINCL MANGL ACCTNG I,9.02,4.4
2022,Fall, Tepper School of Business,BUS,45710,B1,"SOWELL, FALLAW",MANGERL ECONOMCS,9.98,4.46
2022,Fall, Tepper School of Business,BUS,45710,C1,"SOWELL, FALLAW",MANGERL ECONOMCS,10.64,4.51
2022,Fall, Tepper School of Business,BUS,45710,A1,"SOWELL, FALLAW",MANGERL ECONOMCS,11.57,4.57
2022,Fall, Tepper School of Business,BUS,45711,P1,"ALES, LAURENCE",GLOBAL ECONOMICS,7.73,5.0
2022,Fall, Tepper School of Business,BUS,45711,O1,"ALES, LAURENCE",GLOBAL ECONOMICS,8.57,4.86
2022,Fall, Tepper School of Business,BUS,45711,M1,"ALES, LAURENCE",GLOBAL ECONOMICS,7.0,4.9
2022,Fall, Tepper School of Business,BUS,45740,O1,"WOOLLEY, ANITA",MANGNG PEOPLE & TMS,7.71,4.26
2022,Fall, Tepper School of Business,BUS,45740,M1,"WOOLLEY, ANITA",MANGNG PEOPLE & TMS,8.63,4.29
2022,Fall, Tepper School of Business,BUS,45740,P1,"WOOLLEY, ANITA",MANGNG PEOPLE & TMS,7.86,4.41
2022,Fall, Tepper School of Business,BUS,45740,B1,"COHEN, TAYA",MANGNG PEOPLE & TMS,6.52,3.3
2022,Fall, Tepper School of Business,BUS,45740,C1,"COHEN, TAYA",MANGNG PEOPLE & TMS,5.84,3.0
2022,Fall, Tepper School of Business,BUS,45740,A1,"COHEN, TAYA",MANGNG PEOPLE & TMS,7.72,3.82
2022,Fall, Tepper School of Business,BUS,45745,B1,"KIM, TAE WAN",ETHICS & LEADERSHIP,5.49,4.0
2022,Fall, Tepper School of Business,BUS,45745,A1,"KIM, TAE WAN",ETHICS & LEADERSHIP,5.16,4.0
2022,Fall, Tepper School of Business,BUS,45745,C1,"KIM, TAE WAN",ETHICS & LEADERSHIP,5.63,4.23
2022,Fall, Tepper School of Business,BUS,45750,O1,"MOSELEY, BEN",PROBABLY & STATISCS,11.66,4.52
2022,Fall, Tepper School of Business,BUS,45750,P1,"MOSELEY, BEN",PROBABLY & STATISCS,12.5,4.32
2022,Fall, Tepper School of Business,BUS,45750,M1,"MOSELEY, BEN",PROBABLY & STATISCS,10.19,4.5
2022,Fall, Tepper School of Business,BUS,45750,B1,"PENA, JAVIER",PROBABLY & STATISCS,9.11,4.27
2022,Fall, Tepper School of Business,BUS,45750,A1,"PENA, JAVIER",PROBABLY & STATISCS,7.84,4.26
2022,Fall, Tepper School of Business,BUS,45750,C1,"PENA, JAVIER",PROBABLY & STATISCS,8.74,4.26
2022,Fall, Tepper School of Business,BUS,45790,B1,"BEVINS, CARLA",MANGMNT PRESNTATIONS,6.36,4.59
2022,Fall, Tepper School of Business,BUS,45790,L1,"BEVINS, CARLA",MANGMNT PRESNTATIONS,8.86,4.62
2022,Fall, Tepper School of Business,BUS,45790,F1,"BEVINS, CARLA",MANGMNT PRESNTATIONS,10.32,4.79
2022,Fall, Tepper School of Business,BUS,45790,E1,"BURKE, CLARA",MANGMNT PRESNTATIONS,8.3,4.6
2022,Fall, Tepper School of Business,BUS,45790,K1,"BURKE, CLARA",MANGMNT PRESNTATIONS,6.41,4.59
2022,Fall, Tepper School of Business,BUS,45790,A1,"DEPRETIS, ABBE",MANGMNT PRESNTATIONS,7.21,4.53
2022,Fall, Tepper School of Business,BUS,45790,C1,"DEPRETIS, ABBE",MANGMNT PRESNTATIONS,9.07,4.5
2022,Fall, Tepper School of Business,BUS,45790,D1,"DEPRETIS, ABBE",MANGMNT PRESNTATIONS,7.86,4.81
2022,Fall, Tepper School of Business,BUS,45801,E1,"FENCIL, ERIC",FINANCL STATEMN ANLY,8.63,3.53
2022,Fall, Tepper School of Business,BUS,45805,M1,"KAIGLER, WILLIAM",LEAN ENTREPSHP,8.03,4.69
2022,Fall, Tepper School of Business,BUS,45805,A1,"PAULISICK, ADAM",LEAN ENTREPSHP,9.0,3.95
2022,Fall, Tepper School of Business,BUS,45807,B1,"MARKOVITZ, CRAIG",COMMCLZN & INNV STRG,5.9,3.45
2022,Fall, Tepper School of Business,BUS,45807,A1,"MEYER GRELLI, MEREDITH",COMMCLZN & INNV STRG,5.48,4.61
2022,Fall, Tepper School of Business,BUS,45817,E1,"CARIC, LEONARD",ENTREPSHP THRU ACQST,5.38,4.59
2022,Fall, Tepper School of Business,BUS,45820,O1,"KUEHN, LARS-ALEXANDER",FINANCE II,8.67,4.67
2022,Fall, Tepper School of Business,BUS,45820,A1,"KUEHN, LARS-ALEXANDER",FINANCE II,7.65,4.42
2022,Fall, Tepper School of Business,BUS,45820,M1,"KUEHN, LARS-ALEXANDER",FINANCE II,9.78,4.44
2022,Fall, Tepper School of Business,BUS,45821,A1,"FOSTER, JIM",INVEST ANALYSIS,8.61,4.19
2022,Fall, Tepper School of Business,BUS,45833,M1,"BOATWRIGHT, PETER",NEW PRODUCT MANAGEMN,7.43,4.03
2022,Fall, Tepper School of Business,BUS,45840,M1,"WEINGART, LAURIE",NEGOTIATIONS,6.7,4.61
2022,Fall, Tepper School of Business,BUS,45840,A1,"WEINGART, LAURIE",NEGOTIATIONS,6.2,4.5
2022,Fall, Tepper School of Business,BUS,45840,O1,"WEINGART, LAURIE",NEGOTIATIONS,5.63,4.63
2022,Fall, Tepper School of Business,BUS,45840,B1,"WEINGART, LAURIE",NEGOTIATIONS,5.88,4.17
2022,Fall, Tepper School of Business,BUS,45850,A1,"LI, ANDREW",APPLCN OF OPERN RESR,7.37,4.68
2022,Fall, Tepper School of Business,BUS,45863,E1,"AKSHAT, SHUBHAM",RISK ANALYTICS,6.35,3.55
2022,Fall, Tepper School of Business,BUS,45881,A1,"MONROE, ROBERT",MODERN DATA MANAGMNT,9.22,4.0
2022,Fall, Tepper School of Business,BUS,45895,B1,"GOYETTE, DAVID",ACTING BUS I,3.64,4.82
2022,Fall, Tepper School of Business,BUS,45895,A1,"GOYETTE, DAVID",ACTING BUS I,3.8,5.0
2022,Fall, Tepper School of Business,BUS,45898,A1,"WALTER, BETH",WRITING FOR MGRS,6.94,4.47
2022,Fall, Tepper School of Business,BUS,45898,B1,"WALTER, BETH",WRITING FOR MGRS,6.42,4.58
2022,Fall, Tepper School of Business,BUS,45898,M1,"WALTER, BETH",WRITING FOR MGRS,5.75,4.08
2022,Fall, Tepper School of Business,BUS,45923,A1,"SPATT, CHESTER",FIN REG DIGITAL AGE,6.0,4.11
2022,Fall, Tepper School of Business,BUS,45933,A1,"MURPHY, MELISSA",MRKG COMMCNT CSMR BR,5.87,4.48
2022,Fall, Tepper School of Business,BUS,45964,M1,"SECOMANDI, NICOLA",REAL OPTIONS,9.95,3.14
2022,Fall, Tepper School of Business,BUS,45980,M1,"MONROE, ROBERT",BIG DATA,11.39,4.17
2022,Fall, Tepper School of Business,BUS,46874,A1,"NEJMEH, BRIAN",PRIN PROD MGMNT II,8.64,3.36
2022,Fall, Tepper School of Business,BUS,46880,A1,"PENA, JAVIER",INTRO TO PROB STATS,9.95,4.43
2022,Fall, Tepper School of Business,BUS,46881,A1,"FARAHAT, AMR",PROG IN R AND PYTHON,9.68,4.82
2022,Fall, Tepper School of Business,BUS,46882,A1,"LAMONT, DAVID",BUS FUND ANALY PROF,11.28,3.67
2022,Fall, Tepper School of Business,BUS,46885,A1,"JIANG, ZOEY",DATA EXPLOR AND VISU,7.33,4.86
2022,Fall, Tepper School of Business,BUS,46889,M1,"RAVI, R.",BUS. VALUE ANALYTICS,11.51,4.44
2022,Fall, Tepper School of Business,BUS,46898,M1,"LEBEN, DEREK",ETHICS & AI,8.12,4.76
2022,Fall, Tepper School of Business,BUS,46901,I1,"OSTLUND, JOHN",FINANCIAL COMP I,7.86,4.58
2022,Fall, Tepper School of Business,BUS,46901,M1,"OSTLUND, JOHN",FINANCIAL COMP I,9.65,4.43
2022,Fall, Tepper School of Business,BUS,46904,I1,"KRAMKOV, DMITRY",FINANCIAL COMPTNG IV,11.57,4.71
2022,Fall, Tepper School of Business,BUS,46904,M1,"KRAMKOV, DMITRY",FINANCIAL COMPTNG IV,11.57,4.57
2022,Fall, Tepper School of Business,BUS,46912,I1,"SOORIAMURTHI, RAJA",BLOCKCHAIN SQL FUNDA,6.71,4.93
2022,Fall, Tepper School of Business,BUS,46912,I1,"MCCARTHY, MICHAEL",BLOCKCHAIN SQL FUNDA,7.14,4.79
2022,Fall, Tepper School of Business,BUS,46912,M1,"MCCARTHY, MICHAEL",BLOCKCHAIN SQL FUNDA,8.33,3.67
2022,Fall, Tepper School of Business,BUS,46921,M1,"SCHAFER, CHAD",FIN DATA SCIENCE I,10.59,4.77
2022,Fall, Tepper School of Business,BUS,46921,I1,"SCHAFER, CHAD",FIN DATA SCIENCE I,10.15,4.82
2022,Fall, Tepper School of Business,BUS,46924,M1,"RODRIGUEZ, DANIEL",NLP,11.33,1.81
2022,Fall, Tepper School of Business,BUS,46924,I1,"RODRIGUEZ, DANIEL",NLP,9.79,2.26
2022,Fall, Tepper School of Business,BUS,46956,M1,"HRUSA, WILLIAM",FIXED INCOME,14.0,4.72
2022,Fall, Tepper School of Business,BUS,46956,I1,"HRUSA, WILLIAM",FIXED INCOME,14.31,4.74
2022,Fall, Tepper School of Business,BUS,46972,I1,"KUEHN, LARS-ALEXANDER",MSCF INVSTM,9.58,4.03
2022,Fall, Tepper School of Business,BUS,46972,I1,"SEPPI, DUANE",MSCF INVSTM,9.55,3.76
2022,Fall, Tepper School of Business,BUS,46972,M1,"SEPPI, DUANE",MSCF INVSTM,11.1,3.79
2022,Fall, Tepper School of Business,BUS,46975,I1,"PRETNAR, Nicholas",MACROECON COMP FIN,7.2,4.8
2022,Fall, Tepper School of Business,BUS,46975,M1,"PRETNAR, Nicholas",MACROECON COMP FIN,7.14,4.05
2022,Fall, Tepper School of Business,BUS,46977,I1,"SEPPI, DUANE",MSF STD FNCL ENGNG,11.0,5.0
2022,Fall, Tepper School of Business,BUS,46977,H1,"SEPPI, DUANE",MSF STD FNCL ENGNG,9.0,4.33
2022,Fall, Tepper School of Business,BUS,46977,M1,"SEPPI, DUANE",MSF STD FNCL ENGNG,11.13,4.47
2022,Fall, Tepper School of Business,BUS,46991,A1,"FARAHAT, AMR",MSBA EXPER LEARN I,6.03,4.67
2022,Fall, Tepper School of Business,BUS,70106,X,"ADEINAT, IMAN",BUSINESS SCI,8.71,3.71
2022,Fall, Tepper School of Business,BUS,70106,W,"ADEINAT, IMAN",BUSINESS SCI,8.71,3.62
2022,Fall, Tepper School of Business,BUS,70106,X,"FAROOQI, MUHAMMAD",BUSINESS SCI,8.71,3.71
2022,Fall, Tepper School of Business,BUS,70106,W,"FAROOQI, MUHAMMAD",BUSINESS SCI,8.54,3.62
2022,Fall, Tepper School of Business,BUS,70110,X,"INDACO, AGUSTIN",BUSINESS COMPUTING,11.56,4.13
2022,Fall, Tepper School of Business,BUS,70110,W,"INDACO, AGUSTIN",BUSINESS COMPUTING,6.46,4.0
2022,Fall, Tepper School of Business,BUS,70122,X,"AKGUC, SERKAN",INTRO TO ACCOUNTING,10.13,4.43
2022,Fall, Tepper School of Business,BUS,70122,W,"AKGUC, SERKAN",INTRO TO ACCOUNTING,12.36,4.77
2022,Fall, Tepper School of Business,BUS,70204,A1,"JAFRY OCONNOR, RUBAB",BLE II,3.18,4.19
2022,Fall, Tepper School of Business,BUS,70204,C1,"JAFRY OCONNOR, RUBAB",BLE II,3.64,4.18
2022,Fall, Tepper School of Business,BUS,70204,B1,"JAFRY OCONNOR, RUBAB",BLE II,2.95,4.32
2022,Fall, Tepper School of Business,BUS,70208,W,"PARK, TAEYONG",REGRESSION ANALYSIS,9.4,3.3
2022,Fall, Tepper School of Business,BUS,70311,W,"LE ROUX, CECILE",ORGNZTN BEHAVIOR,9.11,4.58
2022,Fall, Tepper School of Business,BUS,70318,W,"LE ROUX, CECILE",MNG EFF WRK TEAMS,10.0,5.0
2022,Fall, Tepper School of Business,BUS,70332,W,"DIMITRIU, CRISTIAN",BUS SOCIETY & ETHICS,4.82,2.88
2022,Fall, Tepper School of Business,BUS,70371,W,"ADEINAT, IMAN",OPERATIONS MGMT,8.3,3.9
2022,Fall, Tepper School of Business,BUS,70381,W,"SHARMA, VARUN",MARKETING I,7.4,4.3
2022,Fall, Tepper School of Business,BUS,70391,W,"FAROOQI, MUHAMMAD",FINANCE,11.27,4.18
2022,Fall, Tepper School of Business,BUS,70395,W,"HAKIM, MAHER",FUNDING ENTREP VENTR,10.29,4.29
2022,Fall, Tepper School of Business,BUS,70415,W,"HAKIM, MAHER",INTRO ENTREPRENRSHIP,9.85,3.6
2022,Fall, Tepper School of Business,BUS,70430,W,"PAPANASTASIOU, MARINA",INTERNATNL MGMNT,8.38,4.38
2022,Fall, Tepper School of Business,BUS,70440,W,"PAPANASTASIOU, MARINA",CORPORATE STRATEGY,7.14,4.0
2022,Fall, Tepper School of Business,BUS,70443,W,"SHARMA, VARUN",DGTL MKTG SCL MD STG,8.0,4.18
2022,Fall, Tepper School of Business,BUS,70455,W,"MATHUR, SAMEER",DATA MMGT FUND,8.75,4.88
2022,Fall, Tepper School of Business,BUS,70460,W,"SAFAK, VELI",MATH MDLS FR CNSLTNG,10.0,3.88
2022,Fall, Tepper School of Business,BUS,70471,W,"ADEINAT, IMAN",SUPPLY CHAIN MGMT,8.0,4.83
2022,Fall, Tepper School of Business,BUS,70482,W,"MATHUR, SAMEER",PRICING STRTGY,7.0,3.0
2022,Fall, Tepper School of Business,BUS,70495,W,"FAROOQI, MUHAMMAD",CORPORATE FINANCE,8.55,4.73
2022,Fall, School of Computer Science,CB,2251,W,"GANAPATHIRAJU, MADHAVI",GREAT IDEAS IN CB,17.5,4.5
2022,Fall, Carnegie Institute of Technology,CEE,12421,A1,"POZZI, MATTEO",ENGINEERNG ECONOMICS,12.19,3.69
2022,Fall, Carnegie Institute of Technology,CEE,12644,A1,"QIAN, SEAN",ST:INTRO TRAN SY AN,7.0,4.6
2022,Fall, College of Fine Arts,CFA,62314,A1,"BENIGNI, TIFFANY",ART OF PERS FINANCE,5.0,4.79
2022,Fall, College of Fine Arts,CFA,62832,A1,"MCDILL, SHAUNDA",ARTS & COMM DEV,3.5,5.0
2022,Fall, Carnegie Institute of Technology,CHE,6325,A1,"ULISSI, ZACHARY",NUM METHD & ML CHEME,13.5,3.64
2022,Fall, Carnegie Institute of Technology,CIT,39610,A1,"SALVADOR, PAUL",ENERGY CONVRN & SUPP,10.67,4.6
2022,Fall, Carnegie Mellon University,CMU,99101,W1,"WARRAICH, KHALID",CMPTNG CARNEGIE MELL,3.07,4.7
2022,Fall, Carnegie Mellon University,CMU,99101,T1,"WARRAICH, KHALID",CMPTNG CARNEGIE MELL,2.84,4.08
2022,Fall, Carnegie Mellon University,CMU,99101,L1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,2.5,3.67
2022,Fall, Carnegie Mellon University,CMU,99101,N1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,4.0,3.11
2022,Fall, Carnegie Mellon University,CMU,99101,G1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,2.43,3.67
2022,Fall, Carnegie Mellon University,CMU,99101,J1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,3.0,4.4
2022,Fall, Carnegie Mellon University,CMU,99101,C1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,6.5,3.5
2022,Fall, Carnegie Mellon University,CMU,99101,F1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,4.1,3.9
2022,Fall, Carnegie Mellon University,CMU,99101,H1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,2.75,3.43
2022,Fall, Carnegie Mellon University,CMU,99101,O1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,2.0,4.33
2022,Fall, Carnegie Mellon University,CMU,99101,P1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,2.0,3.0
2022,Fall, Carnegie Mellon University,CMU,99101,E1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,3.2,4.5
2022,Fall, Carnegie Mellon University,CMU,99101,M1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,3.29,3.0
2022,Fall, Carnegie Mellon University,CMU,99101,K1,"RUPP, APRIL",CMPTNG CARNEGIE MELL,2.0,3.4
2022,Fall, Carnegie Mellon University,CMU,99250,A1,"HOOD, WESLEY",SEMINAR PEER TUTORS,2.3,4.1
2022,Fall, Carnegie Mellon University,CMU,99250,B1,"HOOD, WESLEY",SEMINAR PEER TUTORS,2.0,4.71
2022,Fall, Carnegie Mellon University,CMU,99250,B1,"HIGHTOWER, DIANE",SEMINAR PEER TUTORS,2.27,4.45
2022,Fall, Carnegie Mellon University,CMU,99250,A1,"HIGHTOWER, DIANE",SEMINAR PEER TUTORS,3.11,4.21
2022,Fall, Carnegie Mellon University,CMU,99250,B1,"WALSH, KATHARINE",SEMINAR PEER TUTORS,2.0,4.83
2022,Fall, Carnegie Mellon University,CMU,99250,A1,"WALSH, KATHARINE",SEMINAR PEER TUTORS,2.25,4.42
2022,Fall, Carnegie Mellon University,CMU,99250,B1,"ORTIS, CAITLIN",SEMINAR PEER TUTORS,2.0,4.83
2022,Fall, Carnegie Mellon University,CMU,99250,A1,"ORTIS, CAITLIN",SEMINAR PEER TUTORS,2.27,4.27
2022,Fall, Carnegie Mellon University,CMU,99262,W1,"MOUFID, EZZOHRA",ADDVOCATE,3.91,4.82
2022,Fall, Carnegie Mellon University,CMU,99352,A1,"PINCHUK, NATALYA",SOFT FABRICAT SKILLS,8.0,4.0
2022,Fall, Carnegie Mellon University,CMU,99353,A1,"KNOPF, JAMES",CAD LASER CUTTING,2.75,4.5
2022,Fall, Carnegie Mellon University,CMU,99355,A1,"ZACHARIAS, ROBERT",INTRO TO ARDUINO,8.0,5.0
2022,Fall, Carnegie Mellon University,CMU,99357,A1,"DYAR, HUGH",IDEATE: PHOTOGRAPHY,7.25,4.75
2022,Fall, Carnegie Mellon University,CMU,99358,A1,"DYAR, HUGH",IDEATE UNITY3D INTRO,4.57,4.86
2022,Fall, Carnegie Mellon University,CMU,99359,A1,"PATTON, JAYLA",IDEATE: 3D MOD/PRINT,3.5,5.0
2022,Fall, Mellon College of Science,CMY,9105,W,"MAKSOUD, MAHMOUD",INTRO MOD CHEMSTRY I,8.0,4.31
2022,Fall, Mellon College of Science,CMY,9108,A1,"SILVA, GLORIA",ILLUSION MAGIC FOOD,7.0,4.0
2022,Fall, Mellon College of Science,CMY,9115,A1,"PETEANU, LINDA",INTRO RESEARCH CMY,2.0,4.0
2022,Fall, Mellon College of Science,CMY,9207,2,"FAULKNER, SIMON",TECH QUANT ANAL,12.0,3.17
2022,Fall, Mellon College of Science,CMY,9217,W,"FAULKNER, SIMON",ORGANIC CHEMISTRY I,11.0,3.25
2022,Fall, Mellon College of Science,CMY,9603,A1,"GUO, YISONG",MATH ANALYS CHEMSTRY,5.0,5.0
2022,Fall, Mellon College of Science,CMY,9621,A1,"DAS, SUBHA",FUTURE LAB,4.25,4.0
2022,Fall, School of Computer Science,CS,15110,W,"FEO FLUSHING, EDUARDO",PRINCPLS OF COMPUTNG,11.73,4.18
2022,Fall, School of Computer Science,CS,15110,W,"HAMMOUD, MOHAMMAD",PRINCPLS OF COMPUTNG,11.19,4.19
2022,Fall, School of Computer Science,CS,15112,W,"RAZAK, SAQUIB",FNDMTLS OF PGMG & CS,15.27,4.57
2022,Fall, School of Computer Science,CS,15112,W,"GANAPATHIRAJU, MADHAVI",FNDMTLS OF PGMG & CS,14.03,3.58
2022,Fall, School of Computer Science,CS,15121,W,"RILEY, RYAN",INTRO DATA STRUCTURS,14.66,3.45
2022,Fall, School of Computer Science,CS,15150,W,"REIS, GISELLE",PRIN FNCTIONL PRGMMG,11.2,4.6
2022,Fall, School of Computer Science,CS,15213,W,"HARRAS, KHALED",INTR CMPUTER SYSTEMS,18.13,5.0
2022,Fall, School of Computer Science,CS,15281,W,"DI CARO, GIANNI",AI RPRSNTN & PRB SLV,11.0,4.67
2022,Fall, School of Computer Science,CS,15294,A1,"TOURETZKY, DAVID",RAPID PROTYP TEC,7.14,4.0
2022,Fall, School of Computer Science,CS,15317,W,"REIS, GISELLE",CONSTRUCTIVE LOGIC,11.8,4.8
2022,Fall, School of Computer Science,CS,15348,2,"RILEY, RYAN",EMBEDDED SYSTEMS,14.71,4.43
2022,Fall, School of Computer Science,CS,15440,W,"HAMMOUD, MOHAMMAD",DISTRIBUTED SYSTEMS,15.75,2.25
2022,Fall, School of Computer Science,CS,15451,2,"KAPOUTSIS, CHRISTOS",ALGORITHM DES & ANLS,14.2,4.5
2022,Fall, College of Fine Arts,DES,51175,A1,"KANG, ESTHER",DES STUDIES: PLACE,7.4,3.7
2022,Fall, College of Fine Arts,DES,51175,B1,"KANG, ESTHER",DES STUDIES: PLACE,6.0,4.5
2022,Fall, College of Fine Arts,DES,51175,A1,"LEBBIE, FAS",DES STUDIES: PLACE,7.4,3.7
2022,Fall, College of Fine Arts,DES,51175,B1,"LEBBIE, FAS",DES STUDIES: PLACE,5.5,4.33
2022,Fall, College of Fine Arts,DES,51225,A1,"CROWLEY, VICTORIA",COMMUNIC STUDIO I,15.41,4.88
2022,Fall, College of Fine Arts,DES,51227,A1,"TWIGG, Andrew",PROTOLAB I:COMMNCTNS,6.07,4.57
2022,Fall, College of Fine Arts,DES,51245,A1,"ZYWICA, MATTHEW",PRODUCTS STUDIO I,15.67,4.83
2022,Fall, College of Fine Arts,DES,51247,A1,"SASS, MATTHEW",PROTOLAB I:PRODUCTS,5.75,4.75
2022,Fall, College of Fine Arts,DES,51265,A1,"SCUPELLI, PETER",ENVIRON STUDIO I,15.83,4.83
2022,Fall, College of Fine Arts,DES,51267,A1,"FIROS, DAPHNE",PROTOLAB I: ENVRNMNT,17.0,5.0
2022,Fall, College of Fine Arts,DES,51277,B1,"POLZIN, ALEXANDER",DES STUDIES: SYSTEMS,8.7,2.5
2022,Fall, College of Fine Arts,DES,51277,A1,"POLZIN, ALEXANDER",DES STUDIES: SYSTEMS,7.4,2.57
2022,Fall, College of Fine Arts,DES,51277,B1,"MAIONE, DONNA",DES STUDIES: SYSTEMS,8.7,2.9
2022,Fall, College of Fine Arts,DES,51277,A1,"MAIONE, DONNA",DES STUDIES: SYSTEMS,7.36,2.5
2022,Fall, College of Fine Arts,DES,51281,W1,"SCUPELLI, PETER",DES FOR ZERO CARBON,7.0,4.0
2022,Fall, College of Fine Arts,DES,51324,A1,"STADELMEIER, JOSIAH",BASIC 3D PROTOTYPING,2.0,5.0
2022,Fall, College of Fine Arts,DES,51371,A1,"COWART, ADAM",FUTURES I,5.0,2.27
2022,Fall, College of Fine Arts,DES,51371,A1,"SCUPELLI, PETER",FUTURES I,5.0,2.27
2022,Fall, College of Fine Arts,DRA,54175,A1,"GOOD, KRISTI",CONSERVATORY HOUR,2.0,3.79
2022,Fall, College of Fine Arts,DRA,54175,A1,"YOUNG, TJ",CONSERVATORY HOUR,2.0,3.74
2022,Fall, College of Fine Arts,DRA,54239,A1,"AL-HABIELI, DAHLIA",HIST OF ARC&DECOR 1,7.0,4.0
2022,Fall, College of Fine Arts,DRA,54268,A1,"HANDEL, ROB",COLLABS ORG SOUND,5.0,3.0
2022,Fall, College of Fine Arts,DRA,54268,A1,"PICKETT, SARTJE",COLLABS ORG SOUND,5.0,3.0
2022,Fall, College of Fine Arts,DRA,54301,C1,"HADEN, KYLE",ACTING III,27.0,2.0
2022,Fall, College of Fine Arts,DRA,54367,A1,"THOMSON, ROBERT",LIGHTNG DSGN SKLS 1,21.0,4.0
2022,Fall, College of Fine Arts,DRA,54403,A1,"STEWART, AUSAR",ADV SPEECH TECHNIQUE,2.0,4.0
2022,Fall, College of Fine Arts,DRA,54445,A1,"WIDDIFIELD, HILARY",COMERICAL INTENSIVE,2.0,4.0
2022,Fall, College of Fine Arts,DRA,54469,A1,"THOMSON, ROBERT",DANCE LGHT DESIGN 1,8.0,3.0
2022,Fall, College of Fine Arts,DRA,54486,A1,"HANSON, HUGH",UNDSTANDING TEXTILES,5.0,5.0
2022,Fall, College of Fine Arts,DRA,54739,A1,"AL-HABIELI, DAHLIA",HIS ARCH&DECOR 1,8.0,4.0
2022,Fall, College of Fine Arts,DRA,54781,A1,"WEI, MISO",GRAD STAGE MGMT I,8.0,5.0
